ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,pbs_name
171,PAK,Pakistan,2,Baluchistan,2,Kalat,9,Awaran District,District,District,AWARAN DISTRICT
171,PAK,Pakistan,2,Baluchistan,2,Kalat,12,Kalat District,District,District,KALAT DISTRICT
171,PAK,Pakistan,2,Baluchistan,2,Kalat,13,Kharan District,District,District,KHARAN DISTRICT
171,PAK,Pakistan,2,Baluchistan,2,Kalat,14,Khuzdar District,District,District,KHUZDAR DISTRICT
171,PAK,Pakistan,2,Baluchistan,2,Kalat,15,Lasbela District,District,District,LASBELA DISTRICT
171,PAK,Pakistan,2,Baluchistan,2,Kalat,16,Mastung District,District,District,MASTUNG DISTRICT
171,PAK,Pakistan,2,Baluchistan,3,Makran,17,Gwadar District,District,District,GWADAR DISTRICT
171,PAK,Pakistan,2,Baluchistan,3,Makran,18,Kech District,District,District,KECH DISTRICT
171,PAK,Pakistan,2,Baluchistan,3,Makran,19,Panjgur District,District,District,PANJGUR DISTRICT
171,PAK,Pakistan,2,Baluchistan,4,Nasirabad,21,Jaffarabad District,District,District,JAFFARABAD DISTRICT
171,PAK,Pakistan,2,Baluchistan,4,Nasirabad,22,Jhal Magsi District,District,District,JHAL MAGSI DISTRICT
171,PAK,Pakistan,2,Baluchistan,4,Nasirabad,23,Nasirabad District,District,District,NASIRABAD DISTRICT
171,PAK,Pakistan,2,Baluchistan,5,Quetta,24,Chagai District,District,District,CHAGAI DISTRICT
171,PAK,Pakistan,2,Baluchistan,5,Quetta,25,Pishin District,District,District,PISHIN DISTRICT
171,PAK,Pakistan,2,Baluchistan,5,Quetta,27,Quetta District,District,District,QUETTA DISTRICT
171,PAK,Pakistan,2,Baluchistan,6,Sibi,28,Dera Bugti District,District,District,DERA BUGTI DISTRICT
171,PAK,Pakistan,2,Baluchistan,6,Sibi,29,Kohlu District,District,District,KOHLU DISTRICT
171,PAK,Pakistan,2,Baluchistan,6,Sibi,30,Sibi District,District,District,SIBI DISTRICT
171,PAK,Pakistan,2,Baluchistan,6,Sibi,31,Ziarat District,District,District,ZIARAT DISTRICT
171,PAK,Pakistan,2,Baluchistan,7,Zhob,32,Barkhan District,District,District,BARKHAN DISTRICT
171,PAK,Pakistan,2,Baluchistan,7,Zhob,33,Loralai District,District,District,LORALAI DISTRICT
171,PAK,Pakistan,2,Baluchistan,7,Zhob,34,Musakhel District,District,District,MUSAKHEL DISTRICT
171,PAK,Pakistan,2,Baluchistan,7,Zhob,36,Zhob District,District,District,ZHOB DISTRICT
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,37,Bajaur Agency,District,District,BAJAUR AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,38,Khyber Agency,District,District,KHYBER AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,39,Kurram Agency,District,District,KURRAM AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,41,Mohmand Agency,District,District,MOHMAND AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,42,North Waziristan Agency,District,District,NORTH WAZIRISTAN AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,43,Orazkai Agency,District,District,ORAKZAI AGENCY
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,44,South Waziristan Agency,District,District,SOUTH WAZIRISTAN
171,PAK,Pakistan,5,N.W.F.P.,10,Bannu,46,Bannu District,District,District,BANNU DISTRICT
171,PAK,Pakistan,5,N.W.F.P.,10,Bannu,47,Lakki Marwat District,District,District,LAKKI MARWAT DISTRICT
